,dU11,dU12,dU21,dU22,vol_req,seed
434,0.9545,-0.0958,-0.0958,0.395,0.1208,12.0
435,-0.0344,0.0266,0.0266,-0.0381,0.303,30.0
436,0.1073,-0.0471,-0.0471,0.7453,0.3664,37.0
437,0.2293,0.1739,0.1739,0.3187,0.0847,8.0
438,0.6476,0.101,0.101,0.4873,0.4779,48.0
439,-0.4072,-0.0096,-0.0096,-0.4412,0.1991,20.0
440,-0.0748,-0.5263,-0.5263,0.5574,0.0667,7.0
441,0.0787,0.2089,0.2089,0.651,0.3572,36.0
442,0.614,0.0272,0.0272,0.3612,0.1872,19.0
443,-0.0846,0.2571,0.2571,0.006,0.4608,46.0
444,0.6109,-0.0017,-0.0017,-0.0337,0.4196,42.0
445,0.0812,0.3376,0.3376,-0.1898,0.2574,26.0
446,0.7018,0.0601,0.0601,0.8141,0.3123,31.0
447,-0.2841,-0.1051,-0.1051,0.1853,0.1388,14.0
448,0.6453,-0.4733,-0.4733,-0.0609,0.3555,36.0
449,0.802,0.2082,0.2082,0.0933,0.0684,7.0
450,0.43,-0.0073,-0.0073,0.305,0.4626,46.0
451,-0.114,0.0856,0.0856,-0.1616,0.1854,19.0
452,0.212,-0.0489,-0.0489,0.5305,0.2592,26.0
453,0.0116,0.5506,0.5506,0.1091,0.4178,42.0
454,0.7135,0.0404,0.0404,0.674,0.1371,14.0
455,0.1151,-0.1803,-0.1803,-0.2987,0.314,31.0
456,-0.3313,-0.2507,-0.2507,0.1657,0.4077,41.0
457,-0.1638,0.1794,0.1794,0.6779,0.2403,24.0
458,0.4484,-0.009,-0.009,0.9427,0.2978,30.0
459,-0.0316,0.0828,0.0828,0.0311,0.1261,13.0
460,0.7636,-0.0967,-0.0967,-0.0144,0.0794,8.0
461,0.2675,0.1264,0.1264,0.2279,0.3717,37.0
462,0.6182,0.1957,0.1957,0.8697,0.2043,20.0
463,-0.1528,0.0563,0.0563,-0.3125,0.4727,47.0
464,0.4052,-0.1711,-0.1711,-0.1367,0.1501,15.0
465,0.6361,0.5281,0.5281,-0.1193,0.33,33.0
466,0.631,-0.1637,-0.1637,0.563,0.2743,27.0
467,0.0345,-0.0071,-0.0071,0.1068,0.4299,43.0
468,0.5462,-0.3999,-0.3999,0.5621,0.4505,45.0
469,-0.0561,0.1062,0.1062,0.4762,0.1703,17.0
470,0.6084,0.1102,0.1102,0.3699,0.3394,34.0
471,-0.2415,-0.1598,-0.1598,-0.3914,0.0555,6.0
472,-0.274,-0.2311,-0.2311,0.6308,0.2164,22.0
473,0.3138,0.2119,0.2119,0.6709,0.4878,49.0
474,0.5856,-0.0251,-0.0251,0.603,0.0955,10.0
475,-0.4109,0.0157,0.0157,0.1764,0.3847,38.0
476,0.1588,-0.2134,-0.2134,0.1061,0.2848,28.0
477,0.2551,0.0746,0.0746,-0.2979,0.1101,11.0
478,0.8494,0.0121,0.0121,0.8793,0.3926,39.0
479,-0.1874,-0.1144,-0.1144,-0.0646,0.2282,23.0
480,-0.2385,-0.0166,-0.0166,0.3914,0.0595,6.0
481,0.1162,0.5338,0.5338,0.4869,0.3363,34.0
482,0.4004,-0.2269,-0.2269,0.7834,0.1662,17.0
483,0.0386,-0.0364,-0.0364,-0.1039,0.4537,45.0
484,0.5245,-0.1968,-0.1968,0.3129,0.4408,44.0
485,0.5075,0.1187,0.1187,0.2128,0.2643,26.0
486,0.5811,0.0286,0.0286,0.7942,0.3192,32.0
487,-0.4006,0.048,0.048,-0.4125,0.16,16.0
488,0.8976,-0.1337,-0.1337,-0.4631,0.2243,22.0
489,0.3338,0.3696,0.3696,0.1807,0.3956,40.0
490,0.3337,0.0993,0.0993,0.4755,0.1139,11.0
491,0.1002,0.0824,0.0824,-0.1604,0.2819,28.0
492,0.1807,-0.2021,-0.2021,0.3698,0.3736,37.0
493,-0.2464,0.2578,0.2578,0.3105,0.1056,11.0
494,0.9317,0.0237,0.0237,0.8131,0.499,50.0
495,-0.028,-0.1832,-0.1832,-0.035,0.2062,21.0
496,0.1313,-0.4103,-0.4103,0.443,0.3036,30.0
497,0.0705,0.0164,0.0164,0.9931,0.1484,15.0
498,0.3502,-0.0226,-0.0226,0.4566,0.4284,43.0
499,-0.3238,0.1364,0.1364,-0.053,0.2478,25.0
500,0.297,-0.0718,-0.0718,0.0926,0.1826,18.0
501,0.325,0.2597,0.2597,-0.0095,0.4663,47.0
502,0.8634,-0.1517,-0.1517,0.8157,0.0711,7.0
503,-0.4018,-0.0443,-0.0443,-0.0441,0.3519,35.0
504,0.2323,-0.4679,-0.4679,-0.0273,0.4825,48.0
505,0.7515,0.0696,0.0696,-0.4382,0.1936,19.0
506,0.6904,-0.0292,-0.0292,0.591,0.362,36.0
507,0.2342,0.0011,0.0011,0.2325,0.09,9.0
508,0.0437,-0.2958,-0.2958,0.7217,0.1295,13.0
509,0.0808,0.1512,0.1512,0.2285,0.2935,29.0
510,0.6252,0.2236,0.2236,0.586,0.2368,24.0
511,-0.2761,0.001,0.001,-0.2699,0.4121,41.0
512,0.1292,-0.5314,-0.5314,0.4361,0.4749,47.0
513,-0.0073,0.0493,0.0493,0.825,0.2012,20.0
514,0.3251,-0.0161,-0.0161,0.3791,0.3713,37.0
515,-0.2328,0.082,0.082,-0.1087,0.0807,8.0
516,0.5412,-0.1159,-0.1159,0.2761,0.1247,12.0
517,0.2988,0.4593,0.4593,-0.162,0.2983,30.0
518,0.7224,0.0294,0.0294,0.728,0.2433,24.0
519,-0.3712,-0.0918,-0.0918,0.2154,0.4056,41.0
520,0.0827,-0.3391,-0.3391,-0.1736,0.3172,32.0
521,0.6836,0.0103,0.0103,-0.1535,0.1348,13.0
522,0.9696,-0.101,-0.101,0.4846,0.4166,42.0
523,0.0526,0.0396,0.0396,-0.0253,0.2596,26.0
524,0.0655,-0.2057,-0.2057,0.6647,0.185,18.0
525,0.1354,0.1145,0.1145,0.2823,0.4639,46.0
526,0.7685,0.261,0.261,0.6887,0.0706,7.0
527,-0.3741,0.026,0.026,-0.1571,0.3524,35.0
528,-0.2078,-0.0664,-0.0664,0.4954,0.2268,23.0
529,0.17,0.6285,0.6285,0.4245,0.3931,39.0
530,0.4972,-0.1619,-0.1619,0.7275,0.1131,11.0
531,0.1468,-0.0267,-0.0267,0.0605,0.2827,28.0
532,0.6807,-0.3544,-0.3544,0.3529,0.3869,39.0
533,0.4424,0.2193,0.2193,-0.0384,0.0923,9.0
534,0.2919,0.0642,0.0642,0.6234,0.4875,49.0
535,-0.3328,-0.1435,-0.1435,-0.3278,0.2177,22.0
536,0.6387,-0.0286,-0.0286,-0.3566,0.055,5.0
537,0.5903,0.2976,0.2976,0.3784,0.3408,34.0
538,0.5701,-0.0085,-0.0085,0.5554,0.1724,17.0
539,0.16,0.149,0.149,-0.4222,0.4475,45.0
540,0.0207,-0.2213,-0.2213,0.2632,0.4331,43.0
541,-0.1984,0.1756,0.1756,0.2333,0.272,27.0
542,0.8678,-0.0032,-0.0032,0.8916,0.3288,33.0
543,-0.0737,-0.1425,-0.1425,-0.1123,0.1504,15.0
544,0.3119,-0.1369,-0.1369,-0.222,0.2066,21.0
545,0.6778,0.4533,0.4533,-0.1025,0.4976,50.0
546,0.6507,-0.2708,-0.2708,0.4584,0.1035,10.0
547,-0.0818,-0.0024,-0.0024,0.0004,0.3767,38.0
548,0.4001,-0.2527,-0.2527,0.468,0.2788,28.0
549,0.2239,0.0459,0.0459,0.5623,0.1161,12.0
550,0.7538,0.0461,0.0461,0.6406,0.3969,40.0
551,-0.3871,0.0354,0.0354,-0.3484,0.2239,22.0
552,-0.3844,-0.3803,-0.3803,0.8498,0.1613,16.0
553,0.0792,0.296,0.296,0.5011,0.3188,32.0
554,0.431,0.083,0.083,0.3973,0.2612,26.0
555,-0.1349,0.027,0.027,0.1524,0.443,44.0
556,0.2475,-0.2077,-0.2077,0.2401,0.4515,45.0
557,0.4028,0.1486,0.1486,-0.3666,0.1693,17.0
558,0.7808,0.0494,0.0494,0.8893,0.3367,34.0
559,-0.1003,-0.131,-0.131,0.0212,0.0582,6.0
560,0.637,-0.3241,-0.3241,0.0002,0.409,41.0
561,0.9413,0.1651,0.1651,0.1501,0.239,24.0
562,0.5081,-0.0017,-0.0017,0.3734,0.2948,29.0
563,-0.1262,0.1435,0.1435,-0.2345,0.1291,13.0
564,0.0886,-0.0218,-0.0218,0.2702,0.0905,9.0
565,0.0762,0.3191,0.3191,0.1734,0.3606,36.0
566,0.7673,-0.0979,-0.0979,0.8927,0.1915,19.0
567,-0.1166,-0.0999,-0.0999,-0.4069,0.4855,49.0
568,-0.1872,-0.3618,-0.3618,0.3615,0.3496,35.0
569,-0.4032,0.313,0.313,0.6505,0.0743,7.0
570,0.611,-0.0024,-0.0024,0.6513,0.4666,47.0
571,0.1919,0.0091,0.0091,0.1971,0.1814,18.0
572,0.8584,-0.1386,-0.1386,-0.03,0.2491,25.0
573,0.1815,0.1347,0.1347,0.1555,0.4279,43.0
574,0.5464,0.1921,0.1921,0.7394,0.1453,15.0
575,-0.2917,-0.0234,-0.0234,-0.2381,0.3058,31.0
576,0.3906,-0.3882,-0.3882,-0.0874,0.076,8.0
577,0.7189,0.3729,0.3729,-0.2993,0.3479,35.0
578,0.6688,-0.039,-0.039,0.3145,0.1796,18.0
579,0.0655,-0.1164,-0.1164,0.1083,0.4684,47.0
580,0.2225,-0.0022,-0.0022,0.8585,0.4261,43.0
581,0.2008,0.2796,0.2796,0.4323,0.2509,25.0
582,0.6651,0.1308,0.1308,0.417,0.3075,31.0
583,-0.301,-0.0153,-0.0153,-0.3686,0.1436,14.0
584,-0.1226,-0.5279,-0.5279,0.4323,0.2337,23.0
585,0.1655,0.1907,0.1907,0.6287,0.4142,41.0
586,0.454,0.002,0.002,0.4421,0.1344,13.0
587,-0.1641,0.2531,0.2531,-0.1312,0.2895,29.0
588,0.3382,-0.0237,-0.0237,-0.0072,0.3659,37.0
589,0.1891,0.2474,0.2474,0.0626,0.0852,9.0
590,0.9655,-0.0033,-0.0033,0.9604,0.4803,48.0
591,-0.1363,-0.0181,-0.0181,-0.0708,0.1967,20.0
592,0.8159,-0.3371,-0.3371,-0.0665,0.324,32.0
593,0.6673,0.4446,0.4446,0.1586,0.1561,16.0
594,0.3318,0.0828,0.0828,0.3491,0.4377,44.0
595,0.0116,0.0317,0.0317,-0.2064,0.2665,27.0
596,0.2713,-0.1845,-0.1845,0.3898,0.164,16.0
597,-0.3187,0.0305,0.0305,0.4898,0.4567,46.0
598,0.675,-0.0255,-0.0255,0.7827,0.0635,6.0
599,0.0273,-0.23,-0.23,-0.384,0.3314,33.0
600,-0.2193,-0.2576,-0.2576,0.3128,0.4958,50.0
601,0.0692,0.4687,0.4687,0.4813,0.2084,21.0
602,0.7083,-0.1535,-0.1535,0.723,0.3784,38.0
603,0.0306,0.0228,0.0228,0.1554,0.1017,10.0
604,0.3681,-0.3712,-0.3712,0.1938,0.1179,12.0
605,0.2585,0.0056,0.0056,0.1931,0.277,28.0
606,0.5802,0.0964,0.0964,0.8719,0.2221,22.0
607,-0.3006,0.0958,0.0958,-0.4318,0.3986,40.0
608,-0.1933,-0.1601,-0.1601,0.6834,0.3425,34.0
609,0.5419,0.3148,0.3148,0.5725,0.0532,5.0
610,0.374,-0.1484,-0.1484,0.5048,0.4457,45.0
611,-0.3881,0.109,0.109,-0.1627,0.1742,17.0
612,0.329,-0.0735,-0.0735,0.2282,0.2703,27.0
613,0.4643,0.2254,0.2254,-0.2186,0.4348,43.0
614,0.8191,-0.0013,-0.0013,0.8042,0.1522,15.0
615,-0.2184,-0.1541,-0.1541,-0.1458,0.327,33.0
616,0.4556,-0.1306,-0.1306,-0.4397,0.3878,39.0
617,0.1875,0.5027,0.5027,0.0831,0.2321,23.0
618,0.6811,-0.0998,-0.0998,0.5671,0.2879,29.0
619,0.1146,0.0115,0.0115,0.0845,0.1078,11.0
620,0.2021,-0.3483,-0.3483,0.8242,0.0976,10.0
621,-0.0278,0.0949,0.0949,0.3724,0.3816,38.0
622,0.941,0.0242,0.0242,0.3076,0.2124,21.0
623,-0.174,-0.0171,-0.0171,-0.1849,0.4927,49.0
624,0.0477,-0.232,-0.232,0.0783,0.1401,14.0
625,-0.1442,0.1832,0.1832,0.9577,0.3119,31.0
626,0.4267,-0.178,-0.178,0.8599,0.2543,25.0
627,-0.0779,0.0528,0.0528,-0.0224,0.4219,42.0
628,0.7507,-0.174,-0.174,0.1209,0.4587,46.0
629,0.4189,0.1348,0.1348,0.2068,0.1902,19.0
630,0.5586,0.0944,0.0944,0.6071,0.3577,36.0
631,-0.4243,-0.0045,-0.0045,-0.3581,0.0653,7.0
632,0.3682,-0.6406,-0.6406,0.1335,0.1994,20.0
633,0.7417,0.0746,0.0746,0.0655,0.4767,48.0
634,0.4242,0.0579,0.0579,0.5819,0.0824,8.0
635,0.123,0.2106,0.2106,-0.1357,0.3696,37.0
636,-0.0336,-0.1293,-0.1293,0.536,0.3,30.0
637,-0.3392,0.2923,0.2923,0.2145,0.123,12.0
638,0.7637,0.0902,0.0902,0.6892,0.4038,40.0
639,0.1609,-0.0017,-0.0017,-0.2875,0.245,25.0
640,-0.2457,-0.1352,-0.1352,0.2928,0.4178,42.0
641,0.019,0.3607,0.3607,0.6511,0.2584,26.0
642,0.5569,-0.2996,-0.2996,0.7445,0.3142,31.0
643,-0.0688,0.0005,0.0005,-0.0577,0.1378,14.0
644,0.5313,-0.2512,-0.2512,0.472,0.0676,7.0
645,0.5829,0.0683,0.0683,0.11,0.3554,36.0
646,0.4856,0.0879,0.0879,0.718,0.1862,19.0
647,-0.3957,-0.0048,-0.0048,-0.3899,0.4627,46.0
648,0.7381,-0.3397,-0.3397,-0.3215,0.3725,37.0
649,0.5281,0.2817,0.2817,0.1413,0.0795,8.0
650,0.3993,0.0594,0.0594,0.4277,0.4719,47.0
651,0.0831,0.0295,0.0295,-0.304,0.2042,20.0
652,0.3067,-0.3023,-0.3023,0.322,0.2403,24.0
653,-0.3872,0.1369,0.1369,0.3358,0.4085,41.0
654,0.9383,0.1004,0.1004,0.7344,0.1259,13.0
655,0.1064,-0.1784,-0.1784,-0.0423,0.2971,30.0
656,-0.0653,-0.32,-0.32,0.5176,0.1696,17.0
657,0.2244,0.1598,0.1598,0.9165,0.4502,45.0
658,0.3975,-0.0012,-0.0012,0.5371,0.056,6.0
659,-0.3243,0.2515,0.2515,-0.1296,0.3398,34.0
660,0.4289,-0.0319,-0.0319,0.1135,0.3298,33.0
661,0.2163,0.363,0.363,0.079,0.1495,15.0
662,0.8176,-0.0975,-0.0975,0.697,0.4303,43.0
663,-0.4152,-0.142,-0.142,-0.0164,0.2748,27.0
664,0.3568,-0.3333,-0.3333,-0.1857,0.1104,11.0
665,0.7376,0.2732,0.2732,-0.2592,0.2854,29.0
666,0.7673,-0.0153,-0.0153,0.5423,0.2278,23.0
667,0.154,0.0337,0.0337,0.1358,0.3921,39.0
668,-0.0897,-0.1793,-0.1793,0.9199,0.4885,49.0
669,0.0904,0.1787,0.1787,0.1108,0.2167,22.0
670,0.7131,0.2737,0.2737,0.4331,0.3842,38.0
671,-0.2058,-0.0088,-0.0088,-0.2261,0.0951,10.0
672,0.5361,-0.5993,-0.5993,0.2105,0.2638,26.0
673,0.8947,0.0624,0.0624,-0.0306,0.4405,44.0
674,0.3063,-0.0141,-0.0141,0.2546,0.1606,16.0
675,-0.1042,0.0256,0.0256,-0.146,0.3195,32.0
676,0.2003,-0.1007,-0.1007,0.4343,0.3359,34.0
677,-0.1195,0.4141,0.4141,0.305,0.059,6.0
678,0.7522,0.0267,0.0267,0.7492,0.454,45.0
679,0.0548,-0.0635,-0.0635,-0.3032,0.1668,17.0
680,-0.2017,-0.4043,-0.4043,0.1104,0.106,11.0
681,-0.266,0.0083,0.0083,0.6609,0.3742,37.0
682,0.5042,-0.0714,-0.0714,0.8126,0.2059,21.0
683,0.0106,0.0567,0.0567,0.1138,0.4984,50.0
684,0.6403,-0.1967,-0.1967,0.0888,0.3961,40.0
685,0.3715,0.0769,0.0769,0.2766,0.2247,22.0
686,0.7195,0.1676,0.1676,0.7826,0.2813,28.0
687,-0.1794,0.0275,0.0275,-0.4502,0.1136,11.0
688,0.5625,-0.0531,-0.0531,-0.139,0.4661,47.0
689,0.4155,0.6921,0.6921,0.0833,0.1819,18.0
690,0.5886,-0.1048,-0.1048,0.4446,0.3519,35.0
691,-0.0014,-0.0519,-0.0519,0.1608,0.072,7.0
692,0.3437,-0.3625,-0.3625,0.6463,0.1477,15.0
693,0.1027,0.1453,0.1453,0.3983,0.3035,30.0
694,0.6966,0.0538,0.0538,0.4116,0.2486,25.0
695,-0.3514,-0.0972,-0.0972,-0.3564,0.4284,43.0
696,-0.3773,-0.0569,-0.0569,0.8012,0.2942,29.0
697,0.3531,0.2765,0.2765,0.5258,0.1296,13.0
698,0.6015,0.0432,0.0432,0.5258,0.4113,41.0
699,-0.3071,0.1252,0.1252,0.1904,0.2367,24.0
700,0.1979,-0.1359,-0.1359,0.0366,0.1938,19.0
701,0.2678,0.1551,0.1551,-0.1418,0.4832,48.0
702,0.913,-0.0097,-0.0097,0.846,0.09,9.0
703,-0.2243,-0.0938,-0.0938,-0.2023,0.3611,36.0
704,0.6931,-0.1954,-0.1954,-0.2523,0.1314,13.0
705,0.4645,0.386,0.386,0.4597,0.2925,29.0
706,0.4263,-0.0815,-0.0815,0.3525,0.235,23.0
707,-0.0908,0.1085,0.1085,-0.3198,0.413,41.0
708,0.2306,-0.0363,-0.0363,0.2838,0.4815,48.0
709,-0.1114,0.2023,0.2023,0.5457,0.1955,20.0
710,0.7365,-0.0229,-0.0229,0.9852,0.3629,36.0
711,-0.1701,-0.1562,-0.1562,-0.239,0.0882,9.0
712,-0.4181,-0.1274,-0.1274,0.5779,0.1766,18.0
713,0.0591,0.568,0.568,0.2148,0.4714,47.0
714,0.5097,-0.1215,-0.1215,0.6444,0.0772,8.0
715,0.2331,-0.0475,-0.0475,0.1123,0.3467,35.0
716,0.6618,-0.3244,-0.3244,0.1284,0.3087,31.0
717,0.3479,0.0934,0.0934,-0.0082,0.1424,14.0
718,0.3758,0.0191,0.0191,0.9654,0.4231,42.0
719,-0.1805,0.0732,0.0732,-0.2293,0.2539,25.0
720,0.1307,-0.3007,-0.3007,0.085,0.3794,38.0
721,0.8897,0.1782,0.1782,-0.218,0.1007,10.0
722,0.836,-0.1536,-0.1536,0.4926,0.4931,49.0
723,0.0383,-0.0095,-0.0095,0.0472,0.2112,21.0
724,0.1794,-0.1215,-0.1215,0.604,0.2194,22.0
725,0.2323,0.1359,0.1359,0.4398,0.4013,40.0
726,0.6213,0.0462,0.0462,0.5945,0.1189,12.0
727,-0.4726,-0.0011,-0.0011,-0.4941,0.276,28.0
728,0.1932,-0.6206,-0.6206,0.4042,0.4387,44.0
729,-0.0911,0.1001,0.1001,0.7624,0.2655,27.0
730,0.5528,0.0818,0.0818,0.3137,0.3213,32.0
731,-0.1003,0.1453,0.1453,0.0916,0.1588,16.0
732,0.4681,-0.1162,-0.1162,-0.0597,0.0607,6.0
733,0.1746,0.2234,0.2234,-0.2587,0.3341,33.0
734,0.8246,0.0482,0.0482,0.8599,0.165,17.0
735,-0.2631,-0.0095,-0.0095,0.1339,0.4557,46.0
736,-0.0811,-0.2853,-0.2853,0.2952,0.2871,29.0
737,-0.2864,0.3565,0.3565,0.7546,0.1086,11.0
738,0.2936,-0.0526,-0.0526,0.7405,0.3903,39.0
739,0.0098,-0.0949,-0.0949,-0.0223,0.2295,23.0
740,0.9712,-0.0188,-0.0188,0.2003,0.2149,21.0
741,0.3486,0.2851,0.2851,0.1404,0.4902,49.0
742,0.4024,0.1646,0.1646,0.7211,0.0968,10.0
743,-0.3386,-0.0431,-0.0431,-0.1431,0.3824,38.0
744,0.3531,-0.5177,-0.5177,-0.1382,0.4449,44.0
745,0.5744,0.1392,0.1392,0.2626,0.1749,17.0
746,0.6014,-0.0119,-0.0119,0.5272,0.345,35.0
747,-0.1287,0.278,0.278,-0.1714,0.0507,5.0
748,0.0631,-0.0155,-0.0155,0.3642,0.1548,15.0
749,-0.0401,0.3332,0.3332,0.1538,0.3245,32.0
750,0.9182,0.0332,0.0332,0.8674,0.2695,27.0
751,-0.0047,-0.0546,-0.0546,-0.1961,0.4356,44.0
752,-0.0468,-0.3161,-0.3161,0.7556,0.0847,8.0
753,0.2707,0.4268,0.4268,0.743,0.3673,37.0
754,0.3838,-0.0356,-0.0356,0.3935,0.1989,20.0
755,-0.229,0.0281,0.0281,-0.0101,0.4772,48.0
756,0.3801,-0.2268,-0.2268,0.2293,0.4033,40.0
757,0.4672,0.0312,0.0312,-0.4855,0.2456,25.0
758,0.6679,0.0063,0.0063,0.6918,0.3023,30.0
759,-0.3044,-0.2386,-0.2386,0.0873,0.1207,12.0
760,0.1642,-0.222,-0.222,-0.3047,0.2566,26.0
761,0.4752,0.4467,0.4467,0.0698,0.4195,42.0
762,0.7621,-0.1762,-0.1762,0.7596,0.1395,14.0
763,0.2183,0.062,0.062,-0.0823,0.3125,31.0
764,0.259,-0.4193,-0.4193,0.4446,0.3572,36.0
765,0.1273,0.0185,0.0185,0.3283,0.0658,7.0
766,0.8089,0.0792,0.0792,0.5513,0.461,46.0
767,-0.3049,0.0155,0.0155,-0.2821,0.1879,19.0
768,0.4596,-0.225,-0.225,-0.2085,0.3832,38.0
769,0.5737,0.4819,0.4819,-0.0574,0.0961,10.0
770,0.5892,-0.2232,-0.2232,0.5169,0.4911,49.0
771,-0.0721,-0.022,-0.022,0.1194,0.214,21.0
772,0.4628,-0.3348,-0.3348,0.7042,0.2306,23.0
773,-0.0909,0.0136,0.0136,0.5873,0.3893,39.0
774,0.7391,0.1009,0.1009,0.2744,0.1094,11.0
775,-0.2405,-0.0641,-0.0641,-0.3627,0.2864,29.0
776,-0.2744,-0.3638,-0.3638,0.5318,0.4363,44.0
777,0.3392,0.2205,0.2205,0.5521,0.2688,27.0
778,0.5063,-0.0381,-0.0381,0.5124,0.3255,33.0
779,-0.4706,0.0857,0.0857,0.0491,0.1538,15.0
780,0.2695,-0.2034,-0.2034,0.1478,0.0517,5.0
781,0.348,0.0317,0.0317,-0.2331,0.344,34.0
782,0.8694,0.0346,0.0346,0.9882,0.1758,18.0
783,-0.1247,-0.0703,-0.0703,-0.0163,0.4441,44.0
784,0.5797,-0.4616,-0.4616,0.0631,0.1215,12.0
785,0.8304,0.2892,0.2892,0.1057,0.3015,30.0
786,0.3636,0.0055,0.0055,0.4062,0.2466,25.0
787,-0.092,0.1748,0.1748,-0.1426,0.4023,40.0
788,0.1323,-0.0172,-0.0172,0.6049,0.4782,48.0
789,-0.1034,0.4488,0.4488,0.2006,0.1979,20.0
790,0.6396,-0.0195,-0.0195,0.6722,0.368,37.0
791,0.1746,-0.1603,-0.1603,-0.4286,0.084,8.0
792,-0.146,-0.3146,-0.3146,0.1332,0.1887,19.0
793,-0.0076,0.3175,0.3175,0.6679,0.4602,46.0
794,0.5608,-0.0808,-0.0808,0.9596,0.0669,7.0
795,0.0727,0.1298,0.1298,0.0732,0.3561,36.0
796,0.7365,-0.0748,-0.0748,-0.0988,0.3133,31.0
797,0.21,0.0992,0.0992,0.168,0.1387,14.0
798,0.5302,0.1692,0.1692,0.7758,0.4203,42.0
799,-0.2438,0.0429,0.0429,-0.3856,0.2559,26.0
800,0.2649,-0.5267,-0.5267,0.268,0.0872,9.0
801,0.1653,0.1411,0.1411,0.8632,0.364,36.0
802,0.302,-0.0757,-0.0757,0.4633,0.1947,19.0
803,-0.2706,0.1192,0.1192,-0.1646,0.4823,48.0
804,0.2793,-0.0297,-0.0297,0.181,0.4123,41.0
805,0.4188,0.3068,0.3068,-0.0271,0.2357,24.0
806,0.8669,-0.0728,-0.0728,0.8359,0.2916,29.0
807,-0.332,-0.02,-0.02,-0.1079,0.1323,13.0
808,0.1044,-0.5212,-0.5212,-0.0455,0.2529,25.0
809,0.6405,0.1434,0.1434,-0.4561,0.4241,42.0
810,0.6172,-0.0396,-0.0396,0.518,0.1415,14.0
811,0.1537,-0.0063,-0.0063,0.1608,0.3096,31.0
812,0.0804,-0.2045,-0.2045,0.8487,0.346,35.0
813,0.1228,0.147,0.147,0.3681,0.0779,8.0
814,0.7442,0.2377,0.2377,0.5836,0.4704,47.0
815,-0.2437,0.0019,0.0019,-0.1908,0.1776,18.0
816,-0.118,-0.0793,-0.0793,0.3646,0.2751,28.0
817,0.2951,0.6216,0.6216,0.3956,0.1198,12.0
818,0.4944,-0.2015,-0.2015,0.6893,0.4007,40.0
819,-0.0254,0.0014,0.0014,-0.0224,0.2201,22.0
820,0.5942,-0.2462,-0.2462,0.2138,0.2103,21.0
821,0.4278,0.0494,0.0494,0.2578,0.494,49.0
822,0.5921,0.0062,0.0062,0.707,0.0997,10.0
823,-0.4343,0.0042,0.0042,-0.4368,0.3804,38.0
824,0.9664,-0.1512,-0.1512,-0.3444,0.4548,45.0
825,0.4044,0.3841,0.3841,0.2804,0.1659,17.0
826,0.3669,0.1293,0.1293,0.5359,0.3334,33.0
827,0.1769,0.1059,0.1059,-0.137,0.0615,6.0
828,0.0374,-0.1914,-0.1914,0.4018,0.158,16.0
829,-0.3348,0.1315,0.1315,0.2696,0.3221,32.0
830,0.851,0.0024,0.0024,0.7355,0.2645,26.0
831,-0.0447,-0.1752,-0.1752,-0.1709,0.4398,44.0
832,-0.3058,-0.0775,-0.0775,0.9102,0.1677,17.0
833,0.2437,0.4646,0.4646,0.4901,0.4531,45.0
834,0.3096,0.0154,0.0154,0.285,0.0597,6.0
835,-0.1811,0.0363,0.0363,-0.0471,0.3352,34.0
836,0.4254,-0.128,-0.128,0.2959,0.3203,32.0
837,0.5094,0.3121,0.3121,-0.2261,0.1598,16.0
838,0.8011,-0.0128,-0.0128,0.7284,0.4415,44.0
839,-0.1293,-0.2605,-0.2605,-0.1033,0.2627,26.0
840,0.3967,-0.0093,-0.0093,-0.4481,0.1145,11.0
841,0.3999,0.4468,0.4468,0.0461,0.2803,28.0
842,0.8159,-0.1558,-0.1558,0.5291,0.2254,23.0
843,0.0965,0.0124,0.0124,0.0437,0.3954,40.0
844,0.141,-0.2799,-0.2799,0.4927,0.4992,50.0
845,0.1977,0.0608,0.0608,0.3669,0.205,21.0
846,0.9599,0.0404,0.0404,0.5758,0.3752,38.0
847,-0.3338,0.155,0.155,-0.2738,0.105,10.0
848,0.1141,-0.3667,-0.3667,0.2936,0.4294,43.0
849,-0.4393,0.1084,0.1084,0.91,0.2476,25.0
850,0.4405,-0.0784,-0.0784,0.6823,0.3043,30.0
851,0.1914,-0.0878,-0.0878,0.0687,0.1468,15.0
852,0.7261,-0.2419,-0.2419,0.2419,0.0726,7.0
853,0.3316,0.2321,0.2321,0.1359,0.3512,35.0
854,0.521,0.1384,0.1384,0.53,0.1829,18.0
855,-0.4749,-0.0377,-0.0377,-0.2782,0.4651,47.0
856,0.3518,-0.4955,-0.4955,0.05,0.3622,36.0
857,0.7789,0.0324,0.0324,0.0664,0.0889,9.0
858,0.4725,0.0192,0.0192,0.5507,0.484,48.0
859,0.0726,0.2043,0.2043,-0.2816,0.193,19.0
860,-0.0541,-0.1226,-0.1226,0.2728,0.2375,24.0
861,-0.0545,0.177,0.177,0.1524,0.4105,41.0
862,0.9419,-0.0515,-0.0515,0.9536,0.1305,13.0
863,-0.0381,-0.0284,-0.0284,-0.2408,0.2933,29.0
864,0.1788,-0.1852,-0.1852,-0.1418,0.4619,46.0
865,0.8218,0.2396,0.2396,-0.1503,0.1869,19.0
866,0.9487,-0.0305,-0.0305,0.2839,0.3543,35.0
867,-0.1093,-0.0192,-0.0192,-0.0977,0.0687,7.0
868,0.1937,-0.0794,-0.0794,0.758,0.1369,14.0
